Mail Text,Label
"Transport Inquiry: 400kg of Toys from LA to Boston, $350. Payment within 30 days.",not spam
Act Fast! Transport 1 Ton for only $200! Limited slots available!,spam
"Transport Request: 200kg of Office Supplies from SF to NY, $250. Payment by credit card accepted.",not spam
"Big Discount! Move 300kg for just $100! Hurry, don't miss it!",spam
"Transport Needed: 500kg of Electronics from Dallas to Seattle, $600, payment upon pickup.",not spam
Immediate Action Required! Transport 400kg for only $150! Act Now!,spam
"Request for Transport: 800kg of Raw Materials from NY to Chicago, $700. Payment within 14 days.",not spam
Unbelievable Offer! Move 1 Ton of Goods for only $300! Limited time!,spam
"Transport Inquiry: 250kg of Books from Atlanta to SF, $200. Payment at delivery accepted.",not spam
Don't Wait! Ship 600kg of Goods for just $120! Respond Now!,spam
"Transport Request: 500kg of Medical Supplies from LA to DC, $900. Payment due in 30 days.",not spam
Limited Time Offer! Transport 1 Ton for only $100! Act Fast!,spam
"Transport Needed: 300kg of Personal Items from Miami to NY, $350. Standard payment terms apply.",not spam
Urgent Transport Request: 200kg of Fragile Items for just $250!,spam
"Request for Transport: 500kg of Electronics from SF to LA, $500. Payment net 30 days.",not spam
Act Quickly! Move 1000kg of Cargo for only $150! Offer ends soon!,spam
"Transport Inquiry: 600kg of Toys from Boston to Atlanta, $450. Payment due upon delivery.",not spam
Final Call! Transport 300kg for just $80! Don't pass it up!,spam
"Transport Request: 750kg of Construction Materials from Detroit to SF, $800. Payment within 14 days.",not spam
Time is Running Out! Move 500kg for only $200! Respond immediately!,spam
"Request for Transport: 100kg of Documents from LA to NY, $300. Payment upon pickup accepted.",not spam
Exclusive Offer! Transport 1 Ton for just $150! Act now!,spam
"Transport Needed: 500kg of Fabrics from Miami to Dallas, $600. Payment terms are flexible.",not spam
Don't Miss Out! Ship 200kg for only $90! Limited time offer!,spam
"Request for Transport: 400kg of Food Supplies from Houston to Chicago, $500. Payment upon delivery.",not spam
Immediate Attention Required! Transport 1000kg for just $250!,spam
Request for Transport: 500 kg of electronics from New York to Los Angeles. Price: $1200. Payment due upon delivery. Please confirm ASAP.,not spam
Transport Inquiry: Need to ship 2000 kg of furniture from Seattle to Chicago. Cost estimate: $2500. Standard payment terms apply.,not spam
Urgent: 1000 kg of food items from Miami to Dallas. Can you handle it for $800? Payment in advance required. Reply now!,spam
"Shipping Request: 300 kg of medical supplies from Boston to San Francisco. Estimated cost: $1500, payment due within 30 days.",not spam
Immediate Transport Needed: 150 kg of promotional materials from Atlanta to Denver. Price: $500. Act quickly for this deal!,spam
"Transport needed for 700 kg of machinery from Houston to San Diego. Price is $1800. Standard payment terms, please confirm ASAP.",not spam
High Demand! Ship 400 kg of textiles from Portland to New York for just $600! Limited time offer! Pay via wire transfer only.,spam
Request for Transport: 1 tonne of auto parts from Detroit to Miami. Estimated cost: $2000. Payment due upon delivery.,not spam
Last Minute Shipping: 250 kg of gift items from Orlando to Chicago. Can we do it for only $350? Payment required upfront!,spam
Transport Inquiry: 800 kg of agricultural products from Kansas to Seattle. Price is $1600 with payment due on delivery. Please confirm.,not spam
"Act Fast! Move 600 kg of electronics from San Francisco to Miami for just $900! Unbelievable offer, payment via PayPal only!",spam
"Cargo Transport Request: 1.5 tonne of machinery from New York to Boston. Estimated fee: $2200, standard payment terms apply.",not spam
"Quick Transport Needed: 350 kg of bicycles from Chicago to Los Angeles for $700! Don't miss out, reply within 24 hours!",spam
"Shipping Request: 900 kg of ceramics from San Diego to Atlanta. Estimated cost is $1700, payment expected within 14 days.",not spam
"Urgent: Ship 450 kg of clothing from New York to Miami. Special price: $400, pay via cryptocurrency! Limited slots!",spam
"Transport Inquiry: 1 tonne of computers from Los Angeles to San Francisco. Total cost: $1300, payment due upon arrival.",not spam
"Flash Sale: 200 kg of art supplies from Seattle to Denver for only $300! Hurry, pay before sending!",spam
"Request for Freight: 600 kg of metals from Chicago to Houston. Estimated pricing is $1200, payment as per contract terms.",not spam
Immediate Attention Required: 75 kg of documents from Boston to New York for $350! Limited time offer! Pay now!,spam
Transport Needed: 2 tonnes of household items from Miami to Atlanta. Price: $2500 with standard payment terms.,not spam
Exclusive Offer: Ship 800 kg of perishables from San Diego to Phoenix for just $500! Pay upfront to secure this deal!,spam
"Cargo Request: 300 kg of machinery from Houston to Chicago. Cost: $1500, payment upon delivery.",not spam
Urgent Transport: 120 kg of toys from Orlando to New York for $200! Pay quickly to confirm your spot!,spam
"Transport Inquiry: 1.2 tonnes of raw materials from Detroit to Seattle. Total price: $2800, standard payment terms apply.",not spam
"Limited Time: Move 350 kg of office supplies from Atlanta to Chicago for $350! Act fast, payment via Western Union!",spam
"Freight Request: 400 kg of electronics from New York to San Francisco. Estimated cost: $900, payment due on delivery.",not spam
Act Now! Ship 600 kg of textiles from Chicago to Atlanta for only $600! Limited slots available!,spam
"Request for Transport: 800 kg of machinery from Boston to Miami. Total cost will be $2000, payment terms are standard.",not spam
Hurry! 250 kg of promotional items from Los Angeles to New York for $450! Pay via wire transfer!,spam
"Shipping Request: 500 kg of furniture from Seattle to Denver. Price: $1200, payment due upon delivery.",not spam
Last Chance Offer: 100 kg of electronics from Miami to San Diego for $250! Pay in advance to secure this deal!,spam
"Cargo Transport Needed: 1 tonne of sporting goods from Denver to Houston. Cost: $2200, standard payment terms apply.",not spam
Quick Response Needed: 150 kg of art supplies from Chicago to New York for $350! Limited time only!,spam
"Transport Request: 1.5 tonnes of agricultural products from San Francisco to Los Angeles. Estimated cost: $2500, payment terms standard.",not spam
Exclusive Deal: Transport 200 kg of electronics from Boston to Philadelphia for $350! Pay now to confirm!,spam
"Request for Shipping: 300 kg of clothing from Miami to New York. Price: $800, payment due upon delivery.",not spam
Time Sensitive: Move 500 kg of toys from Atlanta to Chicago for only $400! Pay upfront to lock in the price!,spam
"Transport Inquiry: 1 tonne of machinery from Detroit to San Diego. Price: $1500, payment due upon delivery.",not spam
Urgent: Ship 400 kg of documents from New York to Miami for $250! Pay via bank transfer to secure!,spam
"Shipping Request for 750 kg of food items from Los Angeles to Chicago. Estimated pricing is $1300, payment terms standard.",not spam
Limited Offer: 200 kg of electronics from Boston to Seattle for $400! Pay upfront to guarantee shipping!,spam
"Transport Needed: 600 kg of metals from Dallas to New York. Estimated cost: $1200, payment due upon delivery.",not spam
"Flash Sale! Ship 350 kg of textiles from Chicago to New York for only $300! Hurry, pay now!",spam
"Cargo Transport Needed: 1 tonne of furniture from Miami to Boston. Total cost: $2200, payment terms apply.",not spam
Act Quickly! Move 450 kg of electronics from San Francisco to Denver for $600! Limited time offer!,spam
"Transport Inquiry: 900 kg of auto parts from Detroit to Chicago. Estimated cost: $1800, payment due upon delivery.",not spam
Urgent Transport: Ship 200 kg of promotional materials from Atlanta to San Diego for $200! Pay quickly to confirm!,spam
"Request for transport: We need to move 200 kg of electronics from New York to Los Angeles. Pricing: $1,500. Payment due on delivery. Thank you!",not spam
"Cargo transport inquiry: 150 kg of furniture from Chicago to San Francisco. Estimated cost: $1,200. Payment upon delivery.",not spam
Transport needed: 300 kg of frozen food from Atlanta to Miami. Total cost: $800. Standard payment terms apply.,not spam
"Transport request for 500 kg of textiles from Seattle to Dallas. Pricing is $2,000. Payment due 30 days after service.",not spam
"Request for shipping: 100 kg of medical supplies from Boston to Houston. Cost: $1,000. Payment by credit card upon pickup.",not spam
"Transport request: 250 kg of machinery from Denver to Phoenix. Total cost: $1,800 with payment on delivery.",not spam
Urgent transport needed for 120 kg of glass from San Diego to New York. Offered price: $900. Please confirm payment terms.,not spam
"Shipping inquiry for 400 kg of auto parts from Detroit to Seattle. Price: $1,600. Payment expected on delivery.",not spam
"Transport request: 350 kg of computers from Miami to Atlanta. Pricing: $1,400 with payment on delivery.",not spam
"We need to ship 600 kg of household goods from Orlando to Boston. Proposed cost: $2,500. Payment due upon delivery.",not spam
"Important shipment request! 150 kg of fashion items from NYC to LA. Pricing: $1,300. Payment due after receipt.",not spam
"Transport needed: 200 kg of perishables from Philadelphia to Chicago. Cost: $1,000; payment via bank transfer upon delivery.",not spam
"Shipping request for 175 kg of bicycles from Portland to San Francisco. Total cost: $700. Payment on delivery, please confirm.",not spam
"Urgent: 250 kg of electronics from Austin to San Jose. Price: $1,200. Payment must be confirmed immediately.",not spam
"Transport required for 300 kg of cosmetics from Dallas to Miami. Estimated cost: $1,500. Payment terms: COD.",not spam
"Request for cargo: 500 kg of minerals from New Orleans to Denver. Price is $2,000. Payment expected upon delivery.",not spam
"Shipping inquiry: 100 kg of books from Seattle to Boston. Total charge: $600, payment due upon delivery.",not spam
"Transport needed for 400 kg of industrial supplies from Houston to Atlanta. Cost: $1,800. Payment on delivery.",not spam
"Request for transport: 600 kg of construction materials from Phoenix to Chicago. Pricing: $3,000. Payment via check upon receipt.",not spam
"Need shipping for 150 kg of electronic devices from San Francisco to New York. Cost: $1,000. Standard payment terms apply.",not spam
"Immediate transport request: 500 kg of urgent cargo from Miami to Seattle. Price: $1,500. Payment required now!",not spam
"Last minute shipping request: 250 kg of delicate items from Boston to NYC. Price: $1,200. Pay now to secure your spot!",not spam
"Transport Inquiry: 300 kg of textiles from Las Vegas to Atlanta. Total cost: $1,700. Payment due upon delivery.",not spam
"Shipping request: 200 kg of heavy machinery from Chicago to Dallas. Price: $2,500. Please confirm payment terms.",not spam
URGENT! Limited offer: transport 100 kg of electronics from Detroit to LA for only $700! Confirm payment via wire transfer now!,spam
Don't miss this offer! Ship 400 kg of luxury items from Miami to NYC for $500! Payment must be immediate!,spam
"Act fast! We can transport 150 kg of cargo from San Jose to Seattle for just $300! Payment details are unclear, but hurry!",spam
Special deal! 600 kg of goods from Denver to Boston for ONLY $900! Payment must be made now!,spam
"Limited time offer! Move 200 kg of sensitive materials from Chicago to Houston for $2,000! Confirm payment by tomorrow!",spam
Final chance! Transport 350 kg of merchandise from LA to New York for only $600! Unclear payment terms apply!,spam
"Exclusive offer: Ship 250 kg of electronics from Austin to Miami for just $1,100! Pay now or lose the deal!",spam
Flash sale! 150 kg of items from San Francisco to Dallas for $800! Payment must be sent via PayPal immediately!,spam
"Unmissable offer! 500 kg of cargo from Boston to Chicago for $1,000! Payment details are vague!",spam
Urgent shipping needed! 200 kg of perishable goods from New York to DC for $400! Payment upfront required!,spam
"Quick transport needed for 300 kg of cargo from Portland to Miami for just $200! Hurry, limited slots available!",spam
"Last chance to transport! 600 kg from Houston to Atlanta for $1,500! Payment must be confirmed today!",spam
Act now! Move 100 kg of fragile items from Seattle to NYC for $300! Payment must be done via wire transfer!,spam
Urgent transport for 250 kg of textiles from Chicago to LA at an unbelievable price of $750! Payment details unclear!,spam
"Get your items shipped! 150 kg from San Diego to Boston for just $500! Payment terms are vague, don't wait!",spam
Quick transport offer! 175 kg of electronics from Dallas to San Francisco for $600! Pay now to secure this offer!,spam
Shipping urgency: 200 kg of cargo from Miami to NYC for $400! Payment must be made immediately!,spam
Special deal: 400 kg of goods from LA to Seattle for $900! Confirm your payment today!,spam
"Limited offer: 300 kg of fragile items from Boston to Chicago for only $1,200! Unclear payment terms apply!",spam
Hurry! 100 kg of urgent cargo from New York to San Francisco can be shipped for just $300! Payment needed immediately!,spam
"Important! 250 kg of machinery from Denver to Miami for $1,800! Payment details unclear!",spam
"Exclusive shipping deal! Move 500 kg of electronics from Houston to LA for just $1,000! Pay now to secure it!",spam
Urgent shipping needed! Transport your 150 kg cargo from Chicago to Boston for only $500! Payment details are vague!,spam
Last chance! 350 kg of books from Seattle to Miami for only $750! Confirm payment now!,spam
Immediate transport needed! 200 kg of items from Atlanta to Denver for $900! Payment must be confirmed today!,spam
"Quick deal! 300 kg of machinery from New York to Chicago for only $1,000! Payment is unclear!",spam
Flash shipping! 100 kg of electronics from San Jose to Dallas for $200! Pay now to secure this offer!,spam
Don't miss out! Move 150 kg of cargo from Boston to Phoenix for just $600! Payment details are unclear!,spam
"Urgent! Last opportunity to ship 200 kg from Miami to Seattle for $1,400! Confirm payment ASAP!",spam
Act fast! 400 kg of goods from Chicago to LA for just $800! Payment must be immediate!,spam
"Limited time offer! Transport 600 kg of items from Dallas to New York for $2,000! Vague payment terms apply!",spam
Hurry! Move 250 kg of cargo from Atlanta to Boston for only $300! Payment details unclear!,spam
"Final chance! 150 kg of textiles from San Francisco to Houston for $1,200! Payment required now!",spam
Exclusive transport deal! 300 kg of merchandise from Denver to Miami for just $400! Pay now or lose the opportunity!,spam
Quick shipping needed! 200 kg of electronics from Seattle to Chicago for only $500! Payment terms are vague!,spam
Urgent request! Ship 175 kg of cargo from Austin to New Orleans for $650! Pay immediately to secure this deal!,spam
Don't wait! Move 100 kg of cargo from Boston to San Diego for just $300! Payment must be made now!,spam
Immediate transport request! 250 kg of goods from Miami to Atlanta for $850! Payment details unclear!,spam
"Final offer! 600 kg of merchandise from New York to Seattle for only $1,500! Confirm payment ASAP!",spam
Act now! 150 kg of electronics from Chicago to LA for just $700! Payment must be done immediately!,spam
Subject: Request for Transport Services - 1500kg\nBody: Need to transport 1500kg of construction materials from Denver to Atlanta. What are your rates and payment terms?\,not spam
Subject: Quick Transport Needed for Urgent Delivery!\nBody: Limited time offer! 1 ton of goods from NYC to LA for only $300! Immediate payment required!\,spam
"Subject: Amazing Deal on Freight – Act Fast!\nBody: We can transport anything for just $150 flat! Don't miss out, this is a one-time offer!\",spam
"Subject: Urgent Transport for Your Business Needs!\nBody: Only $200 for transporting your goods from NY to CA! Hurry, limited slots available! Bank transfer needed!\",spam
Subject: Last Chance for Cheap Shipping!\nBody: Get your cargo shipped for ONLY $99! Contact us ASAP; prices may change! Payment terms unclear!\,spam
Subject: Immediate Shipping Required!\nBody: Urgent request for shipping 300kg from Chicago to Miami for an unbelievable price of $50! Pay quickly to secure!\,spam
"Subject: Exclusive Offer: Shipping at $100!\nBody: We are ready to ship your cargo for just $100! Don't delay, confirm your payment ASAP for this deal!\",spam
Subject: Limited Time Freight Service!\nBody: $250 for 2 tons of your cargo from Boston to LA! Act now or miss out! Payment via Western Union only!\,spam
Subject: Incredible Shipping Rates Just for You!\nBody: Book now and pay only $75 for 500kg of goods from SF to Chicago! Payments must be made upfront!\,spam
Subject: Flash Shipping Request – Unbelievable Price!\nBody: Need to transport 1.5 tons from Miami to Houston for just $99! Immediate payment via PayPal!\,spam
Subject: Special Shipping Offer – Don’t Miss Out!\nBody: 1000kg transport for only $125! Limited time! Payment must be in cash!\,spam
Subject: Amazing Transport Deal – Act Now!\nBody: We can ship anything for $200! Pay now and secure your spot! Terms not specified!\,spam
Subject: Urgent Transport Request – Prices Skyrocketing!\nBody: Need 700kg shipped urgently from NY to LA for only $150! Payment expected immediately!\,spam
Subject: Flash Sale on Freight Services!\nBody: Unbelievable price of $90 for any goods shipped from Chicago to Miami! Must pay now to confirm!\,spam
Subject: Quick Shipping Solutions Available!\nBody: Just $300 to ship 1 ton from LA to NY! Don't delay! Bank transfer preferred!\,spam
Subject: Limited Time Offer on Cargo Transport!\nBody: Shipping costs only $100! 600kg from Boston to Seattle! Act fast; payment required upfront!\,spam
Subject: Offer You Can't Refuse: Low Rates!\nBody: We can transport 1.5 tons of goods from Houston to Chicago for just $150! Pay via unusual method!\,spam
Subject: High Demand Transport Offer!\nBody: Get your cargo shipped for only $200! Offer ends soon! Payment terms vague!\,spam
Subject: Almost Too Good to Be True Shipping Rates!\nBody: Move your goods from Miami to Atlanta for only $80! Payment required ASAP!\,spam
Subject: Urgent Cargo Transport Needed!\nBody: Need to ship 1000kg from San Diego to NY for just $120! Quick response required; unclear payment process!\,spam
Subject: Exclusive Shipping Deal for You!\nBody: Only $99 for 500kg from San Francisco to NYC! Act fast! Payment must be sent quickly!\,spam
Subject: Hot Transport Offer – Don’t Miss Out!\nBody: We can ship 2 tons from Boston to LA for only $50! Payment via wire transfer needed!\,spam
Subject: Urgent Offer: Low Rates on Freight!\nBody: 1 ton cargo from Seattle to NY for $70! Pay quickly to secure your shipment! Terms unclear!\,spam
Subject: Final Chance for Low-Cost Shipping!\nBody: $150 for 1.5 tons from Miami to Dallas! Immediate payment necessary!\,spam
Subject: Alert: Price Drop on Shipping Services!\nBody: Move 2 tons from Chicago to San Francisco for just $200! Quick payment needed!\,spam
Subject: Unseen Shipping Opportunity!\nBody: Only $125 for 800kg from Boston to LA! Pay now to reserve your spot!\,spam
Subject: Flash Transport Offer That’s Hard to Resist!\nBody: 1 ton of goods from NY to CA for just $75! Payment required immediately!\,spam
Subject: Intelligent Shipping Solutions Await!\nBody: $250 for shipping anything from Miami to Seattle! Quick payment preferred!\,spam
Subject: Rush Shipping – Very Low Prices!\nBody: Transport 500kg from LA to NYC for only $100! Payment via PayPal!\,spam
"Subject: Incredible Deals on Transport Services!\nBody: Need to ship 2 tons from Houston to LA for $180! Limited slots, pay fast!\",spam
Subject: Once in a Lifetime Shipping Offer!\nBody: $90 for 300kg from San Francisco to NY! Immediate payment required to confirm!\,spam
Subject: Urgent Transport Request – Quick Response!\nBody: Move 600kg from Dallas to Boston for only $110!\,spam
Subject: Shipping Services at Unbelievable Rates!\nBody: Just $200 to transport anything from Chicago to Miami! Act now; payment terms unclear!\,spam
"Subject: Last Minute Shipping Request!\nBody: Only $80 for 1 ton from Seattle to LA! Hurry, limited time offer! Payment required upfront!\",spam
Subject: Your Shipping Solution Awaits!\nBody: 500kg for only $100 from Boston to Washington! Pay now for quick confirmations!\,spam
Subject: Record Low Prices for Shipping!\nBody: 1.5 tons from LA to NY for just $150! Immediate payment required!\,spam
Subject: Rare Offer on Freight Services!\nBody: Ship your cargo from Miami to Boston for only $80! Pay promptly to secure this deal!\,spam
Subject: Unmissable Shipping Offer!\nBody: 1000kg from San Francisco to NY for just $120! Quick payment required! Terms vague!\,spam
Subject: Amazing Rates for Quick Shipping!\nBody: Only $75 for shipping from Houston to Miami! Urgent payment needed!\,spam
Subject: Limited Offer: Cheap Shipping!\nBody: 1 ton from Dallas to Atlanta for $120! Payments must be immediate!\,spam
Subject: Hot Deal on Shipping Services!\nBody: Move your cargo for just $90! Transport from LA to NYC! Pay quickly to confirm!\,spam
Subject: Incredible Shipping Offer – Act Fast!\nBody: Only $150 for transport of 2 tons from Boston to Seattle! Quick payment required!\,spam
Subject: Unmatched Transport Rates – Limited Time!\nBody: 300kg from Miami to LA for just $99! Pay now for this deal!\,spam
Subject: Exclusive Offer: Low-Cost Shipping!\nBody: Transport 1.5 tons from Chicago to Boston for just $75! Immediate payment needed!\,spam
Subject: Top Transport Deal – Don’t Wait!\nBody: Your cargo shipped from New York to Houston for only $200! Payment needed quickly!\,spam
Subject: Incredible Shipping Opportunity Awaiting You!\nBody: 1 ton from Seattle to LA for just $100! Pay promptly to secure!\,spam
Subject: Last Chance for Amazing Shipping Rates!\nBody: 800kg from San Francisco to Boston for just $85! Immediate payment required!\,spam
Subject: Shipping Request – Unbelievable Rates!\nBody: Only $150 for your 2 tons from LA to NYC! Act fast; payment must be immediate!\,spam
Subject: Rare Deal on Freight Services!\nBody: Transport your goods for $70 from Dallas to Miami! Quick payment needed!\,spam
Subject: Flash Shipping Offer – Don’t Miss Out!\nBody: 1000kg from Boston to Seattle for just $90! Payment terms vague!\,spam
Subject: Urgent Shipping Request – Limited Offer!\nBody: 600kg from Houston to Chicago for only $120! Pay fast to secure your shipment!\,spam
Subject: Special Offer: Low Shipping Rates!\nBody: Move 1 ton from Miami to LA for only $110! Immediate payment required!\,spam
Subject: Alert: Price Drop on Shipping Services!\nBody: Transport your cargo for just $99 from New York to Atlanta! Payment must be made quickly!\,spam
Subject: Amazing Transport Deal – Act Now!\nBody: Just $200 for 1.5 tons from SF to Boston! Immediate payment needed!\,spam
Subject: Unseen Shipping Opportunity!\nBody: Only $150 for 500kg from LA to NY! Pay now to reserve your spot!\,spam
"Subject: Exclusive Shipping Deal Just for You!\nBody: Move your cargo from Boston to Miami for only $100! Act fast, payments need to be quick!\",spam
Subject: Unbelievable Shipping Rates – Last Chance!\nBody: 1 ton for $80 from Dallas to New York! Quick payment required to secure!\,spam
Subject: Final Call for Cheap Shipping!\nBody: Urgent transport needed for 800kg from Houston to Chicago for only $90! Pay now!\,spam
Subject: Incredible Offer on Freight Services!\nBody: 1.5 tons from Miami to LA for just $120! Immediate payment necessary!\,spam
Subject: Last Minute Shipping Request!\nBody: 500kg for only $85 from San Francisco to NYC! Payment terms unclear!\,spam
Subject: Your Shipping Solution Awaits!\nBody: $200 for 1 ton from Atlanta to Boston! Act fast; payment must be sent promptly!\,spam
Subject: Rare Deal on Shipping Services!\nBody: Move your cargo for $99! Transport from NY to LA! Pay quickly to confirm!\,spam
Subject: Incredible Shipping Offer – Act Fast!\nBody: Only $75 for 300kg from Seattle to Miami! Immediate payment required!\,spam
Subject: Incredible Rates for Fast Shipping!\nBody: 1.5 tons from Houston to Boston for just $120! Payment via Western Union preferred!\,spam
Subject: Unexpected Shipping Offer!\nBody: Only $150 for transporting 2 tons from Chicago to NY! Quick payment needed!\,spam
Subject: Low Cost Freight Services Available!\nBody: 600kg from San Francisco to LA for just $99! Pay now to secure your shipment!\,spam
Subject: Amazing Shipping Deals Awaiting You!\nBody: 1 ton for $100 from Miami to Dallas! Quick payment required!\,spam
Subject: Unmissable Shipping Offer!\nBody: Transport 800kg from Boston to Atlanta for just $120! Immediate payment necessary!\,spam
Subject: Last Chance for Unbelievable Rates!\nBody: Only $80 for shipping from Dallas to Miami! Pay promptly to confirm!\,spam
Subject: Unseen Shipping Opportunity!\nBody: 1.5 tons from Houston to Chicago for $150! Immediate payment required!\,spam
Subject: Exclusive Offer: Low Shipping Rates!\nBody: Move your cargo from NY to LA for only $99! Pay now for quick confirmation!\,spam
Subject: Incredible Shipping Opportunity!\nBody: 500kg from Boston to Seattle for only $90! Immediate payment required to secure!\,spam
Subject: Flash Shipping Offer – Last Chance!\nBody: 1 ton for just $80 from San Francisco to LA! Payment via PayPal required!\,spam
Subject: Urgent: Limited Time Shipping Deal!\nBody: Only $75 for 600kg from Miami to NY! Quick payment needed!\,spam
Subject: Hot Deals on Transport Services!\nBody: 300kg for just $100 from LA to Boston! Immediate payment necessary!\,spam
Subject: Incredible Transport Rates – Don’t Miss Out!\nBody: 1.5 tons for only $150! Pay promptly to confirm!\,spam
Subject: Rare Opportunity for Cheap Shipping!\nBody: Move your goods for just $90 from Houston to Atlanta! Quick payment required!\,spam
Subject: Amazing Shipping Deals Awaiting You!\nBody: Just $110 for 800kg from San Francisco to LA! Immediate payment needed!\,spam
Subject: Unbelievable Offer on Freight Services!\nBody: 1 ton for only $100 from Chicago to Miami! Act fast; payment terms vague!\,spam
Subject: Last Chance for Incredible Transport Rates!\nBody: 600kg for just $75 from Boston to NY! Quick payment required!\,spam
Subject: Unseen Shipping Offer You Can’t Refuse!\nBody: Only $150 for transporting 2 tons from LA to Chicago! Payment must be made immediately!\,spam
Subject: Final Call – Amazing Transport Offer!\nBody: 500kg from Miami to Boston for just $90! Quick payment needed!\,spam
"Subject: Incredible Shipping Rates – Limited Time!\nBody: 1.5 tons for $120! Don’t wait, pay now to secure!\",spam
Subject: Opportunity Knocks for Low-Cost Shipping!\nBody: Move your goods from Houston to LA for just $80! Immediate payment necessary!\,spam
Subject: Exclusive Offer Just for You!\nBody: 300kg from San Francisco to Boston for only $75! Act fast; payment terms vague!\,spam
Subject: Incredible Offer on Freight Services!\nBody: 1 ton for just $100 from Dallas to Miami! Pay promptly to confirm!\,spam
Subject: Amazing Shipping Deals Awaiting You!\nBody: Only $90 for transporting 600kg from LA to NYC! Quick payment required!\,spam
Subject: Unmatched Transport Rates – Act Now!\nBody: Incredible price of $150 for 1.5 tons from Boston to Seattle! Immediate payment necessary!\,spam
Subject: Final Call on Incredible Shipping Rates!\nBody: 2 tons from Miami to Houston for just $120! Pay now to secure this deal!\,spam
Subject: Amazing Shipping Deals Awaiting You!\nBody: Just $85 for 500kg from NY to LA! Immediate payment required!\,spam
Subject: Last Chance for Incredible Transport Rates!\nBody: Move your cargo for just $110 from SF to Boston! Quick payment needed!\,spam
Subject: Unseen Shipping Offer You Can’t Refuse!\nBody: Only $90 for transporting 1 ton from Chicago to NY! Payment must be made immediately!\,spam
Subject: Final Call – Amazing Transport Offer!\nBody: 300kg from Miami to Boston for just $75! Quick payment needed!\,spam
"Subject: Incredible Shipping Rates – Limited Time Offer!\nBody: 1.5 tons for only $120! Don’t wait, pay now to secure!\",spam
Subject: Opportunity Knocks for Low-Cost Shipping!\nBody: Move your goods from Houston to LA for just $80! Immediate payment necessary!\,spam
Subject: Exclusive Offer Just for You!\nBody: 600kg from San Francisco to Boston for only $75! Act fast; payment terms vague!\,spam
Subject: Amazing Offer on Freight Services!\nBody: 1 ton for just $100 from Dallas to Miami! Pay promptly to confirm!\,spam
Subject: Incredible Shipping Deals Awaiting You!\nBody: Only $90 for transporting 300kg from LA to NYC! Quick payment required!\,spam
Subject: Unmatched Transport Rates – Act Now!\nBody: Incredible price of $150 for 1.5 tons from Boston to Seattle! Immediate payment necessary!\,spam
Subject: Final Call on Incredible Shipping Rates!\nBody: 2 tons from Miami to Houston for just $120! Pay now to secure this deal!\,spam
Subject: Amazing Shipping Deals Awaiting You!\nBody: Just $85 for 500kg from NY to LA! Immediate payment required!\,spam
Subject: Last Chance for Incredible Transport Rates!\nBody: Move your cargo for just $110 from SF to Boston! Quick payment needed!\,spam
"Transport Request: Urgent Shipment from NYC to LA, 1000kg of electronics. Price: $800. Payment via credit card required upon pickup.",not spam
"Need to move 500kg of furniture from Chicago to Miami. Quote should be $600, payable upon delivery. Please confirm at your earliest convenience.",not spam
Request for shipping 2000kg of agricultural products from Texas to Oregon. Estimated price is $1200 with standard payment terms within 30 days.,not spam
Transport Request: 300kg of medical supplies from Boston to Seattle. Price is $450. Payment due upon delivery. Please provide confirmation soon.,not spam
Shipping Inquiry: 1500kg of manufacturing equipment from Detroit to Houston. Quote: $950 with net 15 payment terms.,not spam
URGENT: LAST MINUTE TRANSPORT NEEDED! 2000kg of toys for $300! Pay only after delivery! Don't miss out!,spam
Immediate transport required for 100kg of documents for $50! Only today! Cash payment only!,spam
Limited Time Offer: Transport 800kg of kitchen appliances from NYC to SF for just $200! Act fast or miss out!,spam
"Important: Move 1200kg of goods from A to B, just $400! Quick payment required! Confirm within an hour!",spam
Offer: Send 350kg of clothes from Miami to New York for a special rate of $100! Only valid for today!,spam
Transport Request: 1200kg of auto parts from Atlanta to Chicago. Estimate: $900 with payment due in 15 days.,not spam
"Need transport for 450kg of perishables from New Orleans to Dallas. Standard rate of $500, payable after delivery.",not spam
"Requesting quote to ship 1000kg of industrial equipment from Tampa to Philly. Expecting around $850, payment terms are flexible.",not spam
"Transport needed for 750kg of personal items from Denver to Seattle. Standard cost: $700, net 30 payment terms.",not spam
Shipping needed: 200kg of textiles from Portland to San Diego for $300. Payment due upon delivery.,not spam
"Immediate shipping required for 600kg of food products from Orlando to Baltimore. Quote should be $400, payment upon delivery.",not spam
Last chance! Transport your 100kg package from LA to NYC for only $100! Payment in cash only!,spam
"Don't miss out! Ship 500kg of electronics for just $150! Pay now, act fast or lose this deal!",spam
Urgent request: Move 300kg of fragile items from Seattle to Boston for only $250! Payment terms unclear!,spam
"Quick transport needed: 800kg shipment from Chicago to LA! Price: $350! Pay after delivery, offer ends soon!",spam
Transport needed: 700kg of household goods from San Francisco to Denver for $400. Payment upon delivery.,not spam
"Quote for transportation of 900kg of machinery from Milwaukee to Miami needed. Estimated cost: $700, payment due in 30 days.",not spam
Need to transport 1500kg of raw materials from Kansas City to New Orleans. Price expected to be $1000 with standard payment terms.,not spam
Request: Transport 600kg of office supplies from Boston to New York for $350. Payment required before delivery.,not spam
URGENT: Need to send 1200kg of construction materials from Houston to Atlanta for $500! Pay after delivery!,spam
"Special Offer: Move 200kg of electronics from New York to Chicago for $80! Act immediately, cash only!",spam
